,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
137,ucv,psicología,"Acoso escolar, depresión y resiliencia en adolescentes escolarizados de Lima","Este estudio de investigación titulada “Acoso Escolar, Depresión y Resiliencia en Adolescentes Escolarizados de Lima” cuyo objetivo es determinar si la Resiliencia cumple como rol mediador o moderador entre la dimensión ...","Pezua Apaza, Marilyn Milagros; Sevillano Moreno, Mónica",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69205/Pezua_AMM-Sevillano_MM-SD.pdf
138,ucv,psicología,Revisión sistemática: Factores de la conducta antisocial en adolescentes,"El objetivo principal de esta revisión sistemática es analizar los artículos sobre los factores que interfieren con la conducta antisocial de los adolescentes. Teniendo en cuenta los criterios de inclusión y exclusión, ...","Alburquerque Baltodano, Gabriela Jaritza; Villena Cachi, Joel Bryan",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69178/Alburquerque_BGJ-Villena_CJB-SD.pdf
139,ucv,psicología,"Relación entre la resistencia al cambio y la fatiga laboral en miembros de la Policía Nacional del Perú, Arequipa, 2020","La presente investigación tuvo como objetivo general determinar la relación entre la resistencia al cambio y la fatiga laboral en miembros de la Policía Nacional del Perú, en la ciudad de Arequipa. La metodología empleada ...","Díaz Zelaya, Mishell Milagros; Rojas Aviles, Yordy Elison",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68435/D%c3%adaz_ZMM-Rojas_AYE-SD.pdf
140,ucv,psicología,"Afrontamiento y síndrome de burnout en personal de enfermería que atiende pacientes Covid-19 en Lima, 2021","El presente estudio tuvo como objetivo determinar si existe relación entre afrontamiento y síndrome de burnout en personal de enfermería que atiende pacientes Covid-19 en Lima, 2021. El tipo de estudio fue básico, ...","Ríos Contreras, Ríos Contreras",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69139/R%c3%ados_CAR-SD.pdf
141,ucv,psicología,"Ansiedad en trabajadores del sector público y privado en tiempos del Covid-19, Huaraz, 2020","El objetivo general de la presente investigación consistió en: Determinar el nivel de ansiedad en trabajadores del sector público y privado en tiempos del COVID-19 Huaraz, 2020; la metodología fue de tipo básico, enfoque ...","Ortiz Romero, Patricia Alejandra; Villacorta Chávez, Yaquelin Esenia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69140/Ortiz_RPA%20-%20Villacorta_CYE-SD.pdf
142,ucv,psicología,"Conflictos interparentales y violencia escolar en estudiantes del nivel secundaria del distrito de Ventanilla Callao, 2020","Esta investigación planteó por objetivo determinar la relación entre conflictos interparentales y violencia escolar en estudiantes. Participaron como muestra del estudio un total de 146 estudiantes de ambos géneros, con ...","Casas Chumpitaz, Carolin Stephanie",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68352/Casas_CCS-SD.pdf
143,ucv,psicología,"Estilos de afrontamiento y agresividad en estudiantes de secundaria de una institución pública, Omate, Moquegua, 2020","Esta investigación tiene como objetivo determinar la relación entre estilos de afrontamiento y la agresividad en adolescentes de una Institución Educativa Pública en Omate, Moquegua. La investigación utilizó un método ...","Aragón Gamio, Claudia Teresa",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69059/Arag%c3%b3n_GCT-SD.pdf
144,ucv,psicología,"Actitudes ante el cristianismo y homofobia moderna en estudiantes de secundaria de una institución educativa pública. Independencia. Lima, 2021","El objetivo del estudio fue determinar la relación entre la actitud ante el cristianismo y la homofobia moderna en estudiantes de secundaria de una institución educativa pública. Independencia. Lima, 2021. Corresponde ...","Alvarado Alarcon, Darwin; Calero Roncal, Gary Hervy",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/73821/Alvarado_AD-Calero_RGH-SD.pdf
145,ucv,psicología,"Estrategias de afrontamiento al estrés y bienestar psicológico en el personal de un instituto de rehabilitación, Lima, 2021","La investigación tuvo como título: Estrategias de afrontamiento al estrés y bienestar psicológico en el personal de un instituto de rehabilitación, Lima, 2021. El objetivo de la investigación fue determinar la relación ...","Montesinos Tizón, Johana Emily; Yncio Ramírez, Luisa Felisa",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69505/Montesinos_TJE-Yncio_RLF-SD.pdf
146,ucv,psicología,"Funcionalidad familiar y agresividad en adolescentes de una Institución Educativa de Piura, 2021","El presente estudio tuvo como objetivo determinar la relación entre la funcionalidad familiar y la agresividad en adolescentes de una Institución Educativa de Piura, 2021. Esta investigación fue de tipo aplicada, de ...","Rodríguez Carrasco, Alan Mirko",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69517/Rodr%c3%adguez_CAM-SD.pdf
147,ucv,psicología,Adicción a las redes sociales y clima social familiar en adolescentes del distrito de La Esperanza,"El presente estudio fue llevado a cabo con el propósito de encontrar evidencia de la relación entre la adicción a las redes sociales y el clima social familiar en un conjunto de adolescentes de La Esperanza, Trujillo. ...","Llerena Bueno, Yanina Celeste",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69379/Llerena_BYC-SD.pdf
148,ucv,psicología,"Agresión según sexo en deportistas de artes marciales de Arequipa, 2020","El actual trabajo de investigación tuvo como propósito determinar si existen diferencias en la agresión según sexo en deportistas de artes marciales de la localidad de Arequipa. Este estudio fue de tipo básica, enfoque ...","Bernaola Del Villar, Raul Andre",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69307/Bernaola_VRA-SD.pdf
149,ucv,psicología,Rasgos de personalidad y estrés laboral en trabajadores de modalidad remota en una empresa constructora de Lima en 2021,En el siguiente trabajo de investigación se tuvo como objetivo determinar la relación entre cada rasgo de personalidad y estrés laboral en trabajadores de modalidad remota en una empresa de construcción ubicada en la ...,"Fernández Salazar, Estela María; Hoyos Alvarez, Carol",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69396/Fen%c3%a1ndez_SEM-Hoyos_AC-SD.pdf
150,ucv,psicología,Relación entre Violencia intrafamiliar y valores Interpersonales en diadas madre-hija en una I. E. Secundaria de Ica – Perú,"La presente investigación tuvo como objetivo principal determinar la relación entre la Violencia Intrafamiliar y los Valores Interpersonales. La investigación fue de carácter descriptiva de nivel correlacional, de diseño ...","Casso Garcia, Fernando Paul; Pacheco Donayre, Luis Miguel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69289/Casso_GFP-Pacheco_DLM-SD.pdf
151,ucv,psicología,"Propiedades psicométricas del Cuestionario de Afrontamiento del Estrés (CAE) en trabajadores de establecimientos de salud de la provincia de Huaral-Lima, 2020","El presente trabajo de investigación fue de tipo instrumental y psicométrico, su objetivo general fue determinar las propiedades psicométricas del cuestionario de afrontamiento del estrés (cae) en establecimientos de ...","Montoya Pacheco, Rómulo Alexander",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68199/Montoya_PRA-SD.pdf
152,ucv,psicología,"Bienestar psicológico y engagement en colaboradores de una empresa privada del distrito del Callao, 2020","El estudio cuyo objetivo general fue hallar la relación entre bienestar psicológico y engagement en los colaboradores de una empresa privada del distrito del Callao, 2020. Fue de tipo aplicada y de diseño no experimental. ...","Allasi Auccahuaqui, Wendy Mayra",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68200/Allasi_AWM-SD.pdf
153,ucv,psicología,"Habilidades sociales y resiliencia en personal de servicio militar voluntario, Lima 2020","La investigación tiene como objetivo determinar la relación entre las habilidades sociales y resiliencia en personal del servicio militar voluntario de Lima 2020. El estudio fue no experimental, correlacional, transversal, ...","Aguilar Vera, Dayana Araselli",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68201/Aguilar_VDA-SD.pdf
154,ucv,psicología,Adicción a redes sociales y agresividad en estudiantes de institutos superiores de Cusco - 2021,El objetivo principal de la presente investigación es determinar la relación entre adicción a redes sociales (ARS) y agresividad (AQ) en estudiantes de institutos superiores de Cusco – 2021. Se trabajó con la población ...,"Pinto Contreras, Maribel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68102/Pinto_CM-SD.pdf
155,ucv,psicología,"Estrés laboral y síndrome Burnout en personal médico de diferentes instituciones de salud de la provincia de Huaral - Lima, 2020","El objetivo de mi investigación es determinar la relación que existe entre Estrés laboral y síndrome burnout en personal médico de diferentes instituciones de salud de la provincia de Huaral-Lima, 2020. La investigación ...","La Rosa Aranibar, Martha Vanessa",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68097/La%20Rosa_AMV-SD.pdf
156,ucv,psicología,"Propiedades psicométricas de la escala de felicidad de Lima en población adulta de Lima Norte, 2021","La presente investigación planteó como propósito principal, determinar las propiedades psicométricas de la Escala de Felicidad de Lima en población adulta de Lima Norte, 2021. El tipo de la investigación fue psicométrico ...","Bernal Apaestegui, Silvia Mari; Solf Aliaga, Irma Liliana",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/73818/Bernal_ASM-Solf_AIL-SD.pdf
157,ucv,psicología,"Síndrome de burnout y desempeño laboral en colaboradores de una empresa de logística, en tiempos de pandemia, Lima, 2020","El desarrollo del estudio fue para determinar la relación que existe entre síndrome de burnout y desempeño laboral en colaboradores de una empresa de logística, en tiempos de pandemia, Lima, 2020. La muestra constituyó ...","Espinoza Alvarado, Helen Leslie",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67663/Espinoza_AHL-SD.pdf
158,ucv,psicología,"Agresión y habilidades sociales en estudiantes de secundaria de colegios particulares en Cruz de Motupe de San Juan de Lurigancho, 2021","La presente investigación, estudio la agresión y habilidades sociales en estudiantes de secundaria de colegios particulares en Cruz de Motupe de San Juan de Lurigancho, 2021. El estudio fue de tipo descriptivo ...","Blancas Castillo, Isabel Noelia; Bustamante Palma, Yanet Antonia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67658/Blancas_CIN-Bustamante_PYA-SD.pdf
159,ucv,psicología,"Estilos de crianza y agresividad en estudiantes de secundaria de una institución educativa privada del Cercado del Callao, 2021","La presente investigación tuvo como finalidad determinar la asociación de los estilos de crianza y la agresividad en estudiantes de secundaria de una institución educativa privada del Cercado del Callao, 2021. La ...","Leon Cano, Allison Valeryn",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67665/Leon_CAV-SD.pdf
160,ucv,psicología,"Dimensiones de personalidad y agresividad en estudiantes de educación secundaria de la ciudad de Juliaca, 2021","La presente investigación, tuvo como objetivo determinar la relación entre dimensiones de personalidad y agresividad en estudiantes de educación secundaria de la ciudad de Juliaca. Corresponde a una investigación de ...","Ticona Pinto, Karina Rossmery",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67424/Ticona_PKR-SD.pdf
161,ucv,psicología,"Funcionamiento familiar y agresividad en estudiantes de una institución educativa pública de Cusco en contexto de pandemia COVID-19, 2021","La presente investigación tuvo como objetivo general determinar la relación entre el funcionamiento familiar y la agresividad en estudiantes de una institución educativa pública de Cusco en el contexto de pandemia COVID-19, ...","Quispe Chambi, Fredy Agustín",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67419/Quispe_CFA-SD.pdf
162,ucv,psicología,"Estrés laboral y ansiedad por COVID 19 en agentes policiales, del Complejo de la Región Policial, Tacna, 2021","El estudio tuvo como finalidad determinar la relación entre estrés laboral y ansiedad por COVlD 19 en agentes policiales del Complejo de la Región Policial de Tacna. La muestra se conformó por 121 agentes, para lo cual ...","Choque Perca, Jacqueline; Guzmán Espezúa, Samir",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67282/Choque_PJ_Guzman_ES-SD.pdf
163,ucv,psicología,"Estrés laboral y compromiso organizacional en colaboradores de una empresa del rubro financiero comercial de Lima, 2021","La presente investigación tuvo como objetivo principal determinar la relación entre estrés laboral y compromiso organizacional en colaboradores de una empresa del rubro financiero comercial de Lima, 2021. El tipo de ...","Blas Vargas, Angélica Sofía",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67019/Blas_VAS-SD.pdf
164,ucv,psicología,Estrés laboral y estado de ánimo en colaboradores de una institución educativa privada de Ica 2021,"Objetivo: Determinar la relación entre estrés laboral y estado de ánimo en colaboradores de una institución educativa privada de Ica, 2021. Metodología: observacional, prospectiva, descriptiva-correlacional, en 50 ...","Clavarino Muñoz, Ivan Enrique",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67182/Clavarino_MIE-SD.pdf
165,ucv,psicología,"Bienestar psicológico y acoso escolar en adolescentes de una institución educativa pública del distrito de Calleria, Ucayali, 2021","El objetivo central del estudio estuvo centrado en determinar la relación entre bienestar psicológico y acoso escolar en adolescentes de una institución educativa pública del distrito de Calleria, Ucayali, 2021. Tuvo un ...","López Vega, Samantha Lisseth",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67898/L%c3%b3pez_VSL-SD.pdf
166,ucv,psicología,"Clima familiar y bienestar psicológico en participantes de tres grupos católicos en pandemia Covid 19, Lima, 2021","La presente investigación tuvo como objetivo principal determinar la relación entre el clima familiar y el bienestar psicológico en participantes de tres grupos católicos en pandemia Covid 19, Lima, 2021 . El tipo de la ...","López Velásquez, José Mariano",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67897/L%c3%b3pez_VJM-SD.pdf
167,ucv,psicología,"Estilos de crianza y Agresividad en estudiantes de una academia preuniversitaria en San Juan de Miraflores, 2021",La finalidad de la siguiente investigación es determinar la relación entre los estilos de crianza y la agresividad en los estudiantes de una academia preuniversitaria en San Juan de Miraflores. El tipo de estudio utilizado ...,"Meza Rueda, Karla Silvana; Urrutia Arismendis, Jackeline Ximena",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67894/Meza_RKS-Urrutia_AJX-SD.pdf
168,ucv,psicología,"Rasgos de personalidad y agresividad en efectivos policiales de una comisaría del distrito de los Olivos, Lima 2021","Este estudio ha tenido como objetivo determinar la relación entre los rasgos de personalidad y la agresividad en efectivos policiales de una comisaría del distrito de los Olivos, Lima 2021.La muestra fue conformada por ...","Quispe Rodríguez, Juleysi Anyile",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67895/Quispe_RJA-SD.pdf
169,ucv,psicología,"Conducta narcisista relacionado a la ira y hostilidad en pescadores artesanales de Villa Puerto Pizarro en Tumbes, 2021","El presente estudio tuvo como objetivo general determinar la relación de la conducta narcisista con la ira y hostilidad en pescadores artesanales de Villa Puerto Pizarro en Tumbes, 2021 . La metodología empleada fue de ...","Garcia Allain, Yamilet Yulissa; Proaño Olortegui, Carola Patricia",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/67896/Garc%c3%ada_AYY-Proa%c3%b1o_OCP-SD.pdf
170,ucv,psicología,"Síndrome de Burnout y rumiación en teleoperadores de salud del distrito de Lince, Lima-2021","La investigación realizada entre síndrome de burnout y rumiación, se trabajó mediante correlaciones y en condiciones naturales, con 180 teleoperadores de ambos sexos, que tenían entre 20 y 35 años. Para este trabajo el ...","Taype Huamani, Kimberly Milagros",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68104/Taype_HKM-SD.pdf
171,ucv,psicología,Fatiga laboral y riesgos psicosociales en usuarios de una clínica ocupacional en Huacho 2021,Este estudio fue desarrollado con el objetivo de determinar la relación de los factores fatiga laboral y riesgos psicosociales en usuarios de la clínica ocupacional de Huacho. El tipo de investigación fue básica y el ...,"Nicho Guerra, Kattleen Rosita",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68100/Nicho_GKR-SD.pdf
172,ucv,psicología,"Satisfacción laboral y desempeño en colaboradores de una empresa agroindustrial de Barranca, 2021","La presente investigación tuvo como objetivo principal determinar la relación existente entre la satisfacción laboral y desempeño en colaboradores de una empresa agroindustrial de Barranca, 2021. El tipo de la investigación ...","Morales Popayan, Yesenia Yohana",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68035/Morales_PYY-SD.pdf
173,ucv,psicología,"Procrastinación y satisfacción laboral en el personal de la Diravpol NP de Lima, 2020",La presente investigación tuvo como finalidad determinar la relación entre las variables procrastinación y satisfacción laboral en 241 efectivos policiales de la División de Aviación de la Policía Nacional del Perú. ...,"Romero Rodríguez, Sandra Haydee; Tito Vera, Yesenia Karla",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68037/Romero_RSH-Tito_VYK-SD.pdf
174,ucv,psicología,"Engagement y cultura organizacional en el personal de salud, de una clínica privada en Lima, 2021","La presente investigación tuvo como propósito determinar la relación entre engage ment y cultura organizacional en el personal de salud de una clínica privada en Lima,2021. El tipo de estudio es descriptivo- correlacional ...","Vega Maldonado, Rosa Mariela; Zanabria Tello, Maribel Rosemary",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68031/Vega_MRM-Zanabria_TMR-SD.pdf
175,ucv,psicología,"Acoso escolar y depresión en adolescentes de una institución educativa pública del distrito de Chancay, Lima, 2020","Este estudio tuvo como principal objetivo determinar la relación entre acoso escolar y depresión en adolescentes de una institución educativa pública del distrito de Chancay, Lima, 2020. Tuvo un diseño no experimental, ...","Alcalde García, Rubí Graciela",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68202/Alcalde_GRG-SD.pdf
176,ucv,psicología,"Violencia familiar e Ideación suicida en Adolescentes de una Institución Educativa Pública de la ciudad de Huaraz, 2021",El presente estudio tuvo como objetivo determinar a modo de correlación entre violencia familiar e ideación suicida en adolescentes de una Institución Educativa en la ciudad de Huaraz; es una investigación de tipo ...,"Huamán Maldonado, Soledad Yorget; Palacios León, Marleni Estefany",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68090/Huam%c3%a1n_NSY-Palacios_LME-SD.pdf
177,ucv,psicología,"Factores psicosociales y compromiso organizacional en colaboradores de una empresa agroindustrial, Castilla 2021",La investigación denominada: Factores psicosociales y compromiso organizacional de los colaboradores de una empresa agroindustrial. Considero determinar la relación entre los factores psicosociales y el compromiso org ...,"Garcia Chunga, Marylyan Lisbeth; Hidalgo Jara, Yessica",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68081/Garcia_CML-Hidalgo_JY-SD.pdf
178,ucv,psicología,"Propiedades psicométricas de la escala actitud hacia la homosexualidad (EAH-10) en estudiantes de nivel superior de Lima,2020","El informe de investigación fue de diseño instrumental y tipo psicométrico, teniendo como objetivo general determinar las propiedades psicométricas de la Escala de la Actitud Hacia la Homosexualidad (EAH-10) en estudiantes ...","Salazar Mogrusa, Ana Li",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68004/Salazar_MAL-SD.pdf
179,ucv,psicología,"Caracterización de la violencia intrafamiliar en tiempos de Covid- 19 en madres de familia de Chacra Colorada, Lima, 2020","La presente investigación tuvo como objetivo general, identificar las características de la violencia intrafamiliar en tiempos de COVID-19 en madres de familia de Chacra Colorada, Lima, 2020, empleando un diseño no ...","Hermenegildo Beltrán, Ericka Alexandra",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69614/Hermenegildo_BEA-SD.pdf
180,ucv,psicología,"Estudio comparativo sobre el estrés laboral en el personal asistencial nombrado y contratado de un centro de salud, Comas-Lima, 2021",El presente estudio comparativo y de diseño no experimental transversal se desarrolló con la finalidad de identificar las diferencias de estrés laboral en una muestra censal de 157 trabajadores asistenciales nombrados ...,"Campos Quijano, Elvira",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70348/Campos_QE-SD.pdf
181,ucv,psicología,"Agresividad y dependencia a los videojuegos en estudiantes del nivel secundario de una institución educativa de Independencia, Lima 2021","La investigación tuvo como objetivo general determinar la relación entre la agresividad y la dependencia a los videojuegos en estudiantes de nivel secundario de una institución educativa de Independencia, Lima 2021. ...","Enciso Olivares, Robert; Jara Zamudio, Josenrique Junior",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70342/Enciso_OR-Jara_ZJJ-SD.pdf
182,ucv,psicología,Factores asociados al acoso escolar: una revisión sistemática,La presente Revisión sistemática denominada Factores Asociados al Acoso Escolar nos presenta los resultados encontrados en 20 artículos científicos que estudiaron la variable en diversos países tanto de Latinoamérica ...,"Corrales Bustos, Tania Katherine",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70354/Corrales_BTK-SD.pdf
183,ucv,psicología,"Agresividad y asertividad en estudiantes de 3° y 4° de secundaria de instituciones educativas públicas del distrito de Puente Piedra, 2021","Se ha estudiado la relación entre agresividad y asertividad en estudiantes de 3° y 4° de secundaria de instituciones educativas públicas del distrito de Puente Piedra, 2021. La metodología comprendió el tipo de estudio ...","Ramos Guerrero, Sara Carolina",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70356/Ramos_GSC-SD.pdf
184,ucv,psicología,Mobbing laboral en trabajadores de latinoamérica: una revisión sistemática,"El presente trabajo se realizó con la finalidad de conocer el mobbing laboral en trabajadores de las empresas en latinoamérica, se realizó una revisión de los artículos elaborados entre los años 2011 - 2021 en los países ...","López Trelles, Kristhel Kellyn; Timana Lachira, Gabriela Del Socorro",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70352/L%c3%b3pez_TKK-Timana_LGDS-SD.pdf
185,ucv,psicología,"Evidencias psicométricas de la escala de depresión, ansiedad y estrés (DASS-21) en adultos emergentes de Lima Metropolitana y Callao, 2021","Esta investigación presentó como objetivo general analizar las evidencias psicométricas de la escala de Depresión, Ansiedad y Estrés (DASS-21) en adultos emergentes de Lima Metropolitana y Callao. Debido a ello, es de ...","Galan Puse, Kathiuska Milagros; Pinto Gonzales, Alexandra Desiree",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70331/Galan_PKM-Pinto_GAD-SD.pdf
186,ucv,psicología,"Síndrome de Burnout y resiliencia en el personal asistencial de un Hospital de la Región de Apurímac, 2020","El presente estudio tuvo como objetivo general determinar la relación entre el Síndrome de Burnout y Resiliencia en el personal asistencial de un hospital de la Región de Apurímac, 2020. El tipo de investigación fue ...","Alarcón Peralta, Jessica Janeth; Quispe Chauca, Hayde",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68487/Alarc%c3%b3n_PJJ-Quispe_CH-SD.pdf
187,ucv,psicología,"Agresividad y estrés académico en estudiantes de contabilidad del primer ciclo de una universidad pública, Tingo María, Huánuco, 2021","Se tuvo como objetivo determinar la relación entre la agresividad y el estrés académico en estudiantes de contabilidad del primer ciclo de una universidad pública, Tingo María, Huánuco, 2021. El estudio fue de tipo básico ...","Paulino Arana, Sandra Lucia; Romero Jaimes, Flor De María",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70181/Paulino_ASL-Romero_JFDM-SD.pdf
188,ucv,psicología,"Violencia en la pareja y autoestima en jóvenes del distrito de Puente Piedra, Lima, 2021","La presente investigación se propuso determinar la relación entre violencia en la pareja y autoestima en jóvenes del distrito de Puente Piedra, Lima, 2021. El tipo de investigación fue descriptivo correlacional y el ...","Miñano Guzmán, Julisa Roxana",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70337/Mi%c3%b1ano_GJR-SD.pdf
189,ucv,psicología,"Creencias irracionales y agresividad en adolescentes de Lima Norte, 2020","La presente investigación tuvo como objetivo determinar la relación entre las creencias irracionales y la agresividad en adolescentes de Lima Norte, 2020. Fue de tipo básico, con diseño no experimental – transversal. ...","Serrano Contreras, Juan Manuel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70367/Serrano_CJM-SD.pdf
190,ucv,psicología,Adicción a los videojuegos en adolescentes: Una revisión sistemática,"La presente revisión sistemática tuvo como propósito describir las características de la adicción a los videojuegos en adolescentes según artículos científicos, para desarrollar y responder el objetivo la metodología ...","Dávila Díaz, Rosa Mercedes; García Zapata, Mary Carmen",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69556/D%c3%a1vila_DRM-Garc%c3%ada_ZMC-SD.pdf
191,ucv,psicología,"Ciberbullying y su relación con la autoestima en los estudiantes de secundaria de una institución educativa pública, Cajamarca 2021.","El presente trabajo de investigación tuvo como objetivo determinar la relación entre ciberbullying y autoestima en estudiantes de secundaria de una institución educativa pública, 2021. Asimismo, la investigación es de ...","Abanto Garay, Milagros Verónica",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69502/Abanto_GMV-SD.pdf
192,ucv,psicología,"Satisfacción laboral y clima organizacional en trabajadores de una compañía de radiadores del Distrito de Ate, 2021","El presente estudio tiene por título “Satisfacción laboral y clima organizacional en trabajadores de una compañía de radiadores del Distrito de Ate, 2021”, La investigación fue de tipo cuantitativo, de diseño no experimental, ...","Flores Ruiz, Cindy Elizabeth; Rocha Durand, Rebeca Georgina",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69690/Flores_RCE-Rocha_DRG-SD.pdf
193,ucv,psicología,"Evidencias de propiedades psicométricas de la escala de resiliencia de Connor y Davidson (CD-RISC 10) en adultos de Lima Metropolitana, 2021","La presente investigación tuvo como objetivo principal Analizar las evidencias de propiedades psicométricas de la Escala de Resiliencia de Connor y Davidson (CD-RISC 10) en adultos de Lima Metropolitana, 2021 . Asimismo, ...","Chavez Rivera, Mirian",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70142/Chavez_RM-SD.pdf
194,ucv,psicología,"Estilos de afrontamiento al estrés en trabajadores del fondo de vivienda Policial- Rímac, 2021","Los estilos de afrontamiento al estrés son un elemento de vital importancia no solo en la vida personal, sino también en el éxito profesional, teniendo en consideración que los colaboradores pueden llegar a tener un ...","Tello Rojas, Andrea Raquel",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70032/Tello_RAR-SD.pdf
195,ucv,psicología,"Percepción del acoso escolar y autoestima en estudiantes del 5° año de secundaria de una Institución Educativa Pública en Barranca, 2020",En la presente investigación se tiene como objetivo general determinar la relación entre percepción del acoso escolar y autoestima en estudiantes del 5° de secundaria de la Institución Educativa Emblemática Ventura ...,"Espinoza Acuña, Martha Fernanda; Ramírez Astopilco, María Guadalupe",2020,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/70219/Espinoza_AMF-Ram%c3%adrez_AMG-SD.pdf
196,ucv,psicología,"Funcionamiento familiar y bienestar psicológico en adolescentes de 12 a 14 años víctimas de violencia, distrito de Ica 2021","La presente investigación tuvo como objetivo principal identificar la relación entre el funcionamiento familiar y el bienestar psicológico en adolescentes de 12 a 14 años víctimas de violencia, distrito de Ica, 2021. El ...","Contreras Guerrero, Lisbet; Ramos Fernández, Brenda Daniela",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/68490/Contreras_GL-Ramos_FBD-SD.pdf
197,ucv,psicología,"Propiedades psicométricas del Inventario de Burnout (MBI-ES) en profesores de Lima Metropolitana, 2021","El presente trabajo de investigación psicométrica tuvo como objetivo evaluar las propiedades psicométricas del inventario de Burnout MBI-ES versión en español, en docentes de educación básica regular de Lima Metropolitana. ...","Aranguez Díaz, Mary Ysabel; Vásquez Sempertegui, Alex Hernán",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69908/Aranguez_DMY-V%c3%a1squez_SAH-SD.pdf
198,ucv,psicología,Configuración de la relación de pareja y violencia conyugal en mujeres con experiencia de mortinato,El presente trabajo de investigación tiene como propósito principal conocer la forma en que se configura la relación de pareja y violencia conyugal en mujeres con experiencia de mortinato. La investigación es cualitativa ...,"Gonzales Reyes, Flor Adelita; Paucar Vargas, Luisa Clara",2021,https://repositorio.ucv.edu.pe/bitstream/handle/20.500.12692/69802/Gonzales_RFA-Paucar_VLC-SD.pdf
